[MAP]
#x	y	width	height
0	1296	256	224
[GRID]
#grid_width	grid_height
256	224
[DEFAULT]
150	1450
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
12	150	1350	0	12
14	150	1400	0	14
14	175	1400	0	14
14	200	1400	0	14
[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	24	1304	0	110
15	40	1304	0	77
15	56	1304	0	77
15	72	1304	0	77
15	88	1304	0	77
15	104	1304	0	77
15	120	1304	0	77
15	136	1304	0	77
15	152	1304	0	77
15	168	1304	0	77
15	184	1304	0	77
15	200	1304	0	77
15	216	1304	0	89
15	232	1304	0	109
15	24	1320	0	98
15	232	1320	0	97
15	24	1336	0	110
15	232	1336	0	109
15	24	1352	0	98
15	232	1352	0	97
15	24	1368	0	110
15	232	1368	0	109
15	24	1384	0	98
15	232	1384	0	97
15	24	1400	0	110
15	232	1400	0	109
15	24	1416	0	98
15	232	1416	0	97
15	24	1432	0	110
15	232	1432	0	109
15	24	1448	0	98
15	232	1448	0	97
15	24	1464	0	110
15	232	1464	0	109
15	24	1480	0	98
15	232	1480	0	97
15	24	1496	0	110
15	232	1496	0	109
15	24	1512	0	98
15	40	1512	0	97
15	56	1512	0	98
15	72	1512	0	97
15	88	1512	0	98
15	104	1512	0	97
15	152	1512	0	98
15	168	1512	0	97
15	184	1512	0	98
15	200	1512	0	97
15	216	1512	0	98
15	232	1512	0	97
17	128	1512	0	111	112	32	16	7	128	1567
