[MAP]
#x	y	width	height
1024	1040	256	224
[GRID]
#grid_width	grid_height
256	224
[DEFAULT]
1150	1193
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	1048	1048	0	110
15	1064	1048	0	77
15	1080	1048	0	77
15	1096	1048	0	77
15	1112	1048	0	77
15	1128	1048	0	77
15	1176	1048	0	77
15	1192	1048	0	77
15	1208	1048	0	77
15	1224	1048	0	77
15	1240	1048	0	89
15	1256	1048	0	109
15	1048	1064	0	98
16	1064	1064	0	103
16	1080	1064	0	103
16	1096	1064	0	103
16	1112	1064	0	103
16	1128	1064	0	103
16	1176	1064	0	103
16	1192	1064	0	103
16	1208	1064	0	103
16	1224	1064	0	103
15	1240	1064	0	92
15	1256	1064	0	97
15	1048	1080	0	110
16	1064	1080	0	91
16	1080	1080	0	91
16	1096	1080	0	91
16	1112	1080	0	91
16	1128	1080	0	91
16	1176	1080	0	91
16	1192	1080	0	91
16	1208	1080	0	91
16	1224	1080	0	91
16	1240	1080	0	104
15	1256	1080	0	109
15	1048	1096	0	98
16	1064	1096	0	91
16	1080	1096	0	91
16	1096	1096	0	91
16	1112	1096	0	91
16	1128	1096	0	91
16	1176	1096	0	91
16	1192	1096	0	91
16	1208	1096	0	91
16	1224	1096	0	91
16	1240	1096	0	104
15	1256	1096	0	97
15	1048	1112	0	110
16	1064	1112	0	91
16	1080	1112	0	91
16	1096	1112	0	91
16	1112	1112	0	91
16	1128	1112	0	91
16	1176	1112	0	91
16	1192	1112	0	91
16	1208	1112	0	91
16	1224	1112	0	91
16	1240	1112	0	104
15	1256	1112	0	109
15	1048	1128	0	98
16	1064	1128	0	91
16	1080	1128	0	91
16	1192	1128	0	91
16	1208	1128	0	91
16	1224	1128	0	91
16	1240	1128	0	104
15	1256	1128	0	97
15	1048	1144	0	110
16	1064	1144	0	91
16	1080	1144	0	91
16	1192	1144	0	91
16	1208	1144	0	91
16	1224	1144	0	91
16	1240	1144	0	104
15	1256	1144	0	109
15	1048	1160	0	98
16	1064	1160	0	91
16	1080	1160	0	91
16	1128	1160	0	103
16	1144	1160	0	103
16	1160	1160	0	103
16	1176	1160	0	103
16	1192	1160	0	91
16	1208	1160	0	91
16	1224	1160	0	91
16	1240	1160	0	104
15	1256	1160	0	97
15	1048	1176	0	110
16	1064	1176	0	91
16	1080	1176	0	91
16	1128	1176	0	91
16	1144	1176	0	91
16	1160	1176	0	91
16	1176	1176	0	91
16	1192	1176	0	91
16	1208	1176	0	91
16	1224	1176	0	91
16	1240	1176	0	104
15	1256	1176	0	109
15	1048	1192	0	98
16	1064	1192	0	91
16	1080	1192	0	91
16	1176	1192	0	91
16	1192	1192	0	91
16	1208	1192	0	91
16	1224	1192	0	91
16	1240	1192	0	104
15	1256	1192	0	97
15	1048	1208	0	110
16	1064	1208	0	91
16	1080	1208	0	91
16	1176	1208	0	91
16	1192	1208	0	91
16	1208	1208	0	91
16	1224	1208	0	91
16	1240	1208	0	104
15	1256	1208	0	109
15	1048	1224	0	98
16	1064	1224	0	91
16	1080	1224	0	91
16	1096	1224	0	91
16	1112	1224	0	91
16	1128	1224	0	91
16	1176	1224	0	91
16	1192	1224	0	91
16	1208	1224	0	91
16	1224	1224	0	91
16	1240	1224	0	104
15	1256	1224	0	97
15	1048	1240	0	110
16	1064	1240	0	91
16	1080	1240	0	91
16	1096	1240	0	91
16	1112	1240	0	91
16	1128	1240	0	91
16	1176	1240	0	91
16	1192	1240	0	91
16	1208	1240	0	91
16	1224	1240	0	91
16	1240	1240	0	104
15	1256	1240	0	109
15	1048	1256	0	98
15	1064	1256	0	97
15	1080	1256	0	98
15	1096	1256	0	97
15	1112	1256	0	98
15	1128	1256	0	97
15	1176	1256	0	98
15	1192	1256	0	97
15	1208	1256	0	98
15	1224	1256	0	97
15	1240	1256	0	98
15	1256	1256	0	97
17	1152	1256	0	111	112	32	16	17	1152	1312
17	1152	1048	0	111	112	32	16	28	1153	976
