[MAP]
#x	y	width	height
1024	784	256	224
[GRID]
#grid_width	grid_height
256	224
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
14	1150	800	0	14
14	1100	800	0	14
[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	1048	792	0	110
15	1064	792	0	77
15	1080	792	0	77
15	1096	792	0	77
15	1112	792	0	77
15	1128	792	0	77
15	1144	792	0	77
15	1160	792	0	77
15	1176	792	0	77
15	1192	792	0	77
15	1208	792	0	77
15	1224	792	0	77
15	1240	792	0	89
15	1256	792	0	109
15	1048	808	0	98
15	1256	808	0	97
15	1048	824	0	110
84	1096	824	0	83
84	1128	824	0	83
84	1192	824	0	83
15	1256	824	0	109
15	1048	840	0	98
15	1256	840	0	97
15	1048	856	0	110
84	1064	856	0	83
84	1160	856	0	83
84	1192	856	0	83
15	1256	856	0	109
15	1048	872	0	98
15	1256	872	0	97
15	1048	888	0	110
84	1128	888	0	83
84	1160	888	0	83
15	1256	888	0	109
15	1048	904	0	98
15	1256	904	0	97
15	1048	920	0	110
84	1096	920	0	83
84	1192	920	0	83
15	1256	920	0	109
15	1048	936	0	98
15	1256	936	0	97
15	1048	952	0	110
84	1064	952	0	83
84	1192	952	0	83
15	1256	952	0	109
15	1048	968	0	98
15	1256	968	0	97
15	1048	984	0	110
15	1256	984	0	109
15	1048	1000	0	98
15	1064	1000	0	97
15	1080	1000	0	98
15	1096	1000	0	97
15	1112	1000	0	98
15	1128	1000	0	97
15	1176	1000	0	98
15	1192	1000	0	97
15	1208	1000	0	98
15	1224	1000	0	97
15	1240	1000	0	98
15	1256	1000	0	97
17	1152	1000	0	111	112	32	16	23	1152	1055
