[MAP]
#x	y	width	height
1280	1296	256	224
[GRID]
#grid_width	grid_height
256	224
[DEFAULT]
1350	1400
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
13	1410	1400	0	13
[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	1304	1304	0	110
15	1320	1304	0	77
15	1336	1304	0	77
15	1352	1304	0	77
15	1368	1304	0	77
15	1384	1304	0	77
15	1400	1304	0	77
15	1416	1304	0	77
15	1432	1304	0	77
15	1448	1304	0	77
15	1464	1304	0	77
15	1480	1304	0	77
15	1496	1304	0	89
15	1512	1304	0	109
15	1304	1320	0	98
15	1512	1320	0	97
15	1304	1336	0	110
15	1512	1336	0	109
15	1304	1352	0	98
15	1512	1352	0	97
15	1304	1368	0	110
15	1512	1368	0	109
15	1304	1384	0	98
15	1512	1384	0	97
15	1304	1400	0	110
15	1512	1400	0	109
15	1304	1416	0	98
15	1512	1416	0	97
15	1304	1432	0	110
15	1512	1432	0	109
15	1304	1448	0	98
15	1512	1448	0	97
15	1304	1464	0	110
15	1512	1464	0	109
15	1304	1480	0	98
15	1512	1480	0	97
15	1304	1496	0	110
15	1512	1496	0	109
15	1304	1512	0	98
15	1320	1512	0	97
15	1336	1512	0	98
15	1352	1512	0	97
15	1368	1512	0	98
15	1384	1512	0	97
15	1432	1512	0	98
15	1448	1512	0	97
15	1464	1512	0	98
15	1480	1512	0	97
15	1496	1512	0	98
15	1512	1512	0	97
17	1408	1512	0	111	112	32	16	12	1407	1568
