[MAP]
#x	y	width	height
0	272	512	480
[GRID]
#grid_width	grid_height
256	160
[DEFAULT]
70	373
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
14	200	350	0	14
14	250	350	0	14
14	300	350	0	14
14	350	350	1	14
14	400	350	1	14

[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	24	280	0	110
15	40	280	0	77
15	56	280	0	77
15	72	280	0	77
15	88	280	0	77
15	104	280	0	77
15	120	280	0	77
15	136	280	0	77
15	152	280	0	77
15	168	280	0	77
15	184	280	0	77
15	200	280	0	77
15	216	280	0	77
15	232	280	0	77
15	248	280	0	77
15	264	280	1	77
15	280	280	1	77
15	296	280	1	77
15	312	280	1	77
15	328	280	1	77
15	344	280	1	77
15	360	280	1	77
15	376	280	1	77
15	392	280	1	77
15	408	280	1	77
15	424	280	1	77
15	440	280	1	77
15	456	280	1	77
15	472	280	1	77
15	488	280	1	109
15	24	296	0	98
84	72	296	0	83
84	136	296	0	83
84	200	296	0	83
84	264	296	1	83
84	328	296	1	83
84	392	296	1	83
84	456	296	1	83
15	488	296	1	97
15	24	312	0	110
84	56	312	0	83
84	120	312	0	83
84	184	312	0	83
84	248	312	0	83
84	312	312	1	83
84	376	312	1	83
84	440	312	1	83
15	488	312	1	109
15	24	328	0	98
84	40	328	0	83
84	104	328	0	83
84	168	328	0	83
84	232	328	0	83
84	296	328	1	83
84	360	328	1	83
84	424	328	1	83
15	488	328	1	97
15	24	344	0	110
84	88	344	0	83
84	152	344	0	83
84	216	344	0	83
84	280	344	1	83
84	344	344	1	83
84	408	344	1	83
84	472	344	1	83
15	488	344	1	109
15	24	360	0	98
84	136	360	0	83
84	200	360	0	83
84	264	360	1	83
84	328	360	1	83
84	392	360	1	83
84	456	360	1	83
15	488	360	1	97
15	24	376	0	110
80	72	376	0	74	16	16	2	7	2440	726
84	120	376	0	83
84	184	376	0	83
84	248	376	0	83
84	312	376	1	83
84	376	376	1	83
84	440	376	1	83
15	488	376	1	109
15	24	392	0	98
84	40	392	0	83
84	104	392	0	83
84	168	392	0	83
84	232	392	0	83
84	296	392	1	83
84	360	392	1	83
84	424	392	1	83
15	488	392	1	97
15	24	408	0	110
84	88	408	0	83
84	152	408	0	83
84	216	408	0	83
84	280	408	1	83
84	344	408	1	83
84	408	408	1	83
84	472	408	1	83
15	488	408	1	109
15	24	424	0	98
84	72	424	0	83
84	136	424	0	83
84	200	424	0	83
84	264	424	1	83
84	328	424	1	83
84	392	424	1	83
84	456	424	1	83
15	488	424	1	97
15	24	440	2	110
84	56	440	2	83
84	120	440	2	83
84	184	440	2	83
84	248	440	2	83
84	312	440	3	83
84	376	440	3	83
84	440	440	3	83
15	488	440	3	109
15	24	456	2	98
84	40	456	2	83
84	104	456	2	83
84	168	456	2	83
84	232	456	2	83
84	296	456	3	83
84	360	456	3	83
84	424	456	3	83
15	488	456	3	97
15	24	472	2	110
84	88	472	2	83
84	152	472	2	83
84	216	472	2	83
84	280	472	3	83
84	344	472	3	83
84	408	472	3	83
84	472	472	3	83
15	488	472	3	109
15	24	488	2	98
84	72	488	2	83
84	136	488	2	83
84	200	488	2	83
84	264	488	3	83
84	328	488	3	83
84	392	488	3	83
84	456	488	3	83
15	488	488	3	97
15	24	504	2	110
84	56	504	2	83
84	120	504	2	83
84	184	504	2	83
84	248	504	2	83
84	312	504	3	83
84	376	504	3	83
84	440	504	3	83
15	488	504	3	109
15	24	520	2	98
84	40	520	2	83
84	104	520	2	83
84	168	520	2	83
84	232	520	2	83
84	296	520	3	83
84	360	520	3	83
84	424	520	3	83
15	488	520	3	97
15	24	536	2	110
84	88	536	2	83
84	152	536	2	83
84	216	536	2	83
84	280	536	3	83
84	344	536	3	83
84	408	536	3	83
84	472	536	3	83
15	488	536	3	109
15	24	552	2	98
84	72	552	2	83
84	136	552	2	83
84	200	552	2	83
84	264	552	3	83
84	328	552	3	83
84	392	552	3	83
84	456	552	3	83
15	488	552	3	97
15	24	568	2	110
84	56	568	2	83
84	120	568	2	83
84	184	568	2	83
84	248	568	2	83
84	312	568	3	83
84	376	568	3	83
84	440	568	3	83
15	488	568	3	109
15	24	584	2	98
84	40	584	2	83
84	104	584	2	83
84	168	584	2	83
84	232	584	2	83
84	296	584	3	83
84	360	584	3	83
84	424	584	3	83
15	488	584	3	97
15	24	600	4	110
84	88	600	4	83
84	152	600	4	83
84	216	600	4	83
84	280	600	5	83
84	344	600	5	83
84	408	600	5	83
84	472	600	5	83
15	488	600	5	70
15	24	616	4	98
84	72	616	4	83
84	136	616	4	83
84	200	616	4	83
84	264	616	5	83
84	328	616	5	83
84	392	616	5	83
84	456	616	5	83
15	488	616	5	82
15	24	632	4	110
84	56	632	4	83
84	120	632	4	83
84	184	632	4	83
84	248	632	4	83
84	312	632	5	83
84	376	632	5	83
84	440	632	5	83
15	24	648	4	98
84	40	648	4	83
84	104	648	4	83
84	168	648	4	83
84	232	648	4	83
84	296	648	5	83
84	360	648	5	83
84	424	648	5	83
15	488	648	5	97
15	24	664	4	110
84	88	664	4	83
84	152	664	4	83
84	216	664	4	83
84	280	664	5	83
84	344	664	5	83
84	408	664	5	83
84	472	664	5	83
15	488	664	5	109
15	24	680	4	98
84	72	680	4	83
84	136	680	4	83
84	200	680	4	83
84	264	680	5	83
84	328	680	5	83
84	392	680	5	83
84	456	680	5	83
15	488	680	5	97
15	24	696	4	110
84	56	696	4	83
84	120	696	4	83
84	184	696	4	83
84	248	696	4	83
84	312	696	5	83
84	376	696	5	83
84	440	696	5	83
15	488	696	5	109
15	24	712	4	98
84	40	712	4	83
84	104	712	4	83
84	168	712	4	83
84	232	712	4	83
84	296	712	5	83
84	360	712	5	83
84	424	712	5	83
15	488	712	5	97
15	24	728	4	110
84	88	728	4	83
84	152	728	4	83
84	216	728	4	83
84	280	728	5	83
84	344	728	5	83
84	408	728	5	83
15	488	728	5	109
15	24	744	4	98
15	40	744	4	97
15	56	744	4	98
15	72	744	4	97
15	88	744	4	98
15	104	744	4	97
15	120	744	4	98
15	136	744	4	97
15	152	744	4	98
15	168	744	4	97
15	184	744	4	98
15	200	744	4	97
15	216	744	4	98
15	232	744	4	97
15	248	744	4	98
15	264	744	5	97
15	280	744	5	98
15	296	744	5	97
15	312	744	5	98
15	328	744	5	97
15	344	744	5	98
15	360	744	5	97
15	376	744	5	98
15	392	744	5	97
15	408	744	5	98
15	424	744	5	97
15	440	744	5	98
15	456	744	5	97
15	472	744	5	98
15	488	744	5	97
17	488	632	5	109	16	16	32	560	623
