[MAP]
#x	y	width	height
256	1040	256	224
[GRID]
#grid_width	grid_height
256	224
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = arrow, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = Gatex, 81 = gateY, 82 = gateOver, 83 = Chong, 84 = unk
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	280	1048	0	110
15	296	1048	0	77
15	312	1048	0	77
15	328	1048	0	77
15	344	1048	0	77
15	360	1048	0	77
15	376	1048	0	77
15	392	1048	0	77
15	408	1048	0	77
15	424	1048	0	77
15	440	1048	0	77
15	456	1048	0	77
15	472	1048	0	89
15	488	1048	0	109
15	280	1064	0	98
15	488	1064	0	97
15	280	1080	0	110
15	488	1080	0	109
15	280	1096	0	98
15	488	1096	0	97
15	280	1112	0	72
15	488	1112	0	109
15	280	1128	0	84
15	488	1128	0	97
80	280	1144	0	189
15	488	1144	0	109
15	280	1160	0	98
15	488	1160	0	97
15	280	1176	0	110
15	488	1176	0	109
15	280	1192	0	98
15	488	1192	0	97
15	280	1208	0	110
15	488	1208	0	109
15	280	1224	0	98
15	488	1224	0	97
15	280	1240	0	110
15	488	1240	0	109
15	280	1256	0	98
15	296	1256	0	97
15	312	1256	0	98
15	328	1256	0	97
15	344	1256	0	98
15	360	1256	0	97
81	384	1256	0	190	189	-1	-1	-1
15	408	1256	0	98
15	424	1256	0	97
15	440	1256	0	98
15	456	1256	0	97
15	472	1256	0	98
15	488	1256	0	97
