[MAP]
#x	y	width	height
0	1552	256	224
[GRID]
#grid_width	grid_height
256	224
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	24	1560	0	110
15	40	1560	0	77
15	56	1560	0	77
15	72	1560	0	77
15	88	1560	0	77
15	104	1560	0	77
15	152	1560	0	77
15	168	1560	0	77
15	184	1560	0	77
15	200	1560	0	77
15	216	1560	0	89
15	232	1560	0	109
15	24	1576	0	98
16	40	1576	0	103
16	56	1576	0	103
16	72	1576	0	103
16	88	1576	0	103
16	104	1576	0	103
16	152	1576	0	103
16	168	1576	0	103
16	184	1576	0	103
16	200	1576	0	103
15	216	1576	0	92
15	232	1576	0	97
15	24	1592	0	110
16	152	1592	0	91
16	168	1592	0	91
16	184	1592	0	91
16	200	1592	0	91
16	216	1592	0	104
15	232	1592	0	109
15	24	1608	0	98
16	184	1608	0	91
16	200	1608	0	91
16	216	1608	0	104
15	232	1608	0	97
15	24	1624	0	110
16	72	1624	0	103
16	88	1624	0	103
16	104	1624	0	103
16	120	1624	0	103
16	136	1624	0	103
16	152	1624	0	103
16	184	1624	0	91
16	200	1624	0	91
16	216	1624	0	104
15	232	1624	0	70
15	24	1640	0	98
16	72	1640	0	91
16	88	1640	0	91
16	104	1640	0	91
16	120	1640	0	91
16	136	1640	0	91
16	152	1640	0	91
16	184	1640	0	91
16	200	1640	0	91
16	216	1640	0	104
15	232	1640	0	82
15	24	1656	0	110
15	24	1672	0	98
15	232	1672	0	97
15	24	1688	0	110
16	40	1688	0	103
16	56	1688	0	103
16	72	1688	0	103
16	88	1688	0	103
16	104	1688	0	103
16	120	1688	0	103
16	136	1688	0	103
16	152	1688	0	103
16	168	1688	0	103
16	184	1688	0	103
16	200	1688	0	103
15	216	1688	0	92
15	232	1688	0	109
15	24	1704	0	98
16	40	1704	0	91
16	56	1704	0	91
16	72	1704	0	91
16	88	1704	0	91
16	104	1704	0	91
16	120	1704	0	91
16	136	1704	0	91
16	152	1704	0	91
16	168	1704	0	91
16	184	1704	0	91
16	200	1704	0	91
16	216	1704	0	104
15	232	1704	0	97
15	24	1720	0	110
16	40	1720	0	91
16	56	1720	0	91
16	72	1720	0	91
16	88	1720	0	91
16	104	1720	0	91
16	120	1720	0	91
16	136	1720	0	91
16	152	1720	0	91
16	168	1720	0	91
16	184	1720	0	91
16	200	1720	0	91
16	216	1720	0	104
15	232	1720	0	109
15	24	1736	0	98
16	40	1736	0	91
16	56	1736	0	91
16	72	1736	0	91
16	88	1736	0	91
16	104	1736	0	91
16	120	1736	0	91
16	136	1736	0	91
16	152	1736	0	91
16	168	1736	0	91
16	184	1736	0	91
16	200	1736	0	91
16	216	1736	0	104
15	232	1736	0	97
15	24	1752	0	110
16	40	1752	0	91
16	56	1752	0	91
16	72	1752	0	91
16	88	1752	0	91
16	104	1752	0	91
16	120	1752	0	91
16	136	1752	0	91
16	152	1752	0	91
16	168	1752	0	91
16	184	1752	0	91
16	200	1752	0	91
16	216	1752	0	104
15	232	1752	0	109
15	24	1768	0	98
15	40	1768	0	97
15	56	1768	0	98
15	72	1768	0	97
15	88	1768	0	98
15	104	1768	0	97
15	120	1768	0	98
15	136	1768	0	97
15	152	1768	0	98
15	168	1768	0	97
15	184	1768	0	98
15	200	1768	0	97
15	216	1768	0	98
15	232	1768	0	97
17	232	1656	0	109	16	16	8	304	1648
17	128	1560	0	111	112	32	16	13	128	1487
