[MAP]
#x	y	width	height
512	16	512	480
[GRID]
#grid_width	grid_height
256	160
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
13	600	50	0	13
13	700	50	0	13
13	600	400	4	13
13	700	400	4	13
14	900	300	4	14
14	950	300	4	14
14	850	300	4	14
60	872	360	4	60
60	888	360	4	60
60	904	360	4	60
60	920	360	4	60
60	872	376	4	60
60	920	376	4	60
60	872	392	4	60
60	920	392	4	60
60	872	408	4	60
60	888	408	4	60
60	904	408	4	60
60	920	408	4	60
[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	536	24	0	110
15	552	24	0	77
15	568	24	0	77
15	584	24	0	77
15	600	24	0	77
15	616	24	0	77
15	632	24	0	69
15	648	24	0	69
15	664	24	0	77
15	680	24	0	77
15	696	24	0	77
15	712	24	0	77
15	728	24	0	77
15	744	24	0	77
15	760	24	0	77
15	776	24	1	77
15	792	24	1	77
15	808	24	1	77
15	824	24	1	77
15	840	24	1	77
15	856	24	1	77
15	872	24	1	77
15	888	24	1	77
15	904	24	1	77
15	920	24	1	77
15	936	24	1	77
15	952	24	1	77
15	968	24	1	77
15	984	24	1	77
15	1000	24	1	109
15	536	40	0	98
15	632	40	0	81
15	648	40	0	81
15	1000	40	1	97
15	536	56	0	110
15	632	56	0	81
15	648	56	0	81
15	1000	56	1	109
15	536	72	0	98
15	632	72	0	81
15	648	72	0	81
15	1000	72	1	97
15	536	88	0	72
15	632	88	0	81
15	648	88	0	81
15	1000	88	1	109
15	536	104	0	72
15	632	104	0	81
15	648	104	0	81
15	1000	104	1	97
15	632	120	0	81
15	648	120	0	81
15	1000	120	1	109
15	536	136	0	98
15	632	136	0	81
15	648	136	0	81
15	760	136	0	90
15	776	136	1	90
15	1000	136	1	97
15	536	152	0	110
15	632	152	0	81
15	648	152	0	81
15	760	152	0	81
15	776	152	1	81
15	1000	152	1	109
15	536	168	0	98
15	632	168	0	81
15	648	168	0	81
15	760	168	0	81
15	776	168	1	81
15	1000	168	1	97
15	536	184	2	110
15	632	184	2	81
15	648	184	2	81
15	760	184	2	81
15	776	184	3	81
15	1000	184	3	109
15	536	200	2	98
15	632	200	2	81
15	648	200	2	81
15	760	200	2	81
15	776	200	3	81
15	1000	200	3	97
15	536	216	2	110
15	632	216	2	81
15	648	216	2	81
15	760	216	2	81
15	776	216	3	81
15	1000	216	3	109
15	536	232	2	98
15	632	232	2	81
15	648	232	2	81
15	760	232	2	81
15	776	232	3	81
15	1000	232	3	97
15	536	248	2	110
15	632	248	2	81
15	648	248	2	81
15	760	248	2	81
15	776	248	3	81
15	1000	248	3	109
15	536	264	2	98
15	632	264	2	81
15	648	264	2	81
15	760	264	2	81
15	776	264	3	81
15	1000	264	3	97
15	536	280	2	110
15	632	280	2	81
15	648	280	2	81
15	760	280	2	81
15	776	280	3	81
15	1000	280	3	109
15	536	296	2	98
15	632	296	2	81
15	648	296	2	81
15	760	296	2	81
15	776	296	3	81
15	1000	296	3	97
15	536	312	2	110
15	632	312	2	81
15	648	312	2	81
15	760	312	2	81
15	776	312	3	81
15	1000	312	3	109
15	536	328	2	98
15	632	328	2	81
15	648	328	2	81
15	760	328	2	81
15	776	328	3	81
15	1000	328	3	97
15	536	344	4	110
15	632	344	4	81
15	648	344	4	81
15	760	344	4	81
15	776	344	5	81
15	1000	344	5	109
15	536	360	4	98
15	632	360	4	93
15	648	360	4	93
15	760	360	4	81
15	776	360	5	81
84	872	360	5	83
84	888	360	5	83
84	904	360	5	83
84	920	360	5	83
15	1000	360	5	97
15	536	376	4	110
15	632	376	4	105
15	648	376	4	105
15	760	376	4	81
15	776	376	5	81
84	872	376	5	83
84	920	376	5	83
15	1000	376	5	109
15	536	392	4	98
15	760	392	4	81
15	776	392	5	81
84	872	392	5	83
84	920	392	5	83
15	1000	392	5	97
15	536	408	4	110
15	760	408	4	81
15	776	408	5	81
84	872	408	5	83
84	888	408	5	83
84	904	408	5	83
84	920	408	5	83
15	1000	408	5	109
15	536	424	4	98
15	760	424	4	81
15	776	424	5	81
15	1000	424	5	97
15	536	440	4	110
15	760	440	4	81
15	776	440	5	81
15	1000	440	5	109
15	536	456	4	98
15	760	456	4	81
15	776	456	5	81
15	1000	456	5	97
15	536	472	4	110
15	760	472	4	81
15	776	472	5	81
15	1000	472	5	109
15	536	488	4	98
15	552	488	4	97
15	568	488	4	98
15	584	488	4	97
15	600	488	4	98
15	616	488	4	97
15	632	488	4	98
15	648	488	4	97
15	664	488	4	98
15	680	488	4	97
15	696	488	4	98
15	712	488	4	97
15	728	488	4	98
15	744	488	4	97
15	792	488	5	98
15	808	488	5	97
15	824	488	5	98
15	840	488	5	97
15	856	488	5	98
15	872	488	5	97
15	888	488	5	98
15	904	488	5	97
15	920	488	5	98
15	936	488	5	97
15	952	488	5	98
15	968	488	5	97
15	984	488	5	98
15	1000	488	5	97
17	536	120	0	109	16	16	31	464	112
