[MAP]
#x	y	width	height
256	784	256	224
[GRID]
#grid_width	grid_height
256	224
#object type: 1 = sophia, 2 = minijason, 3 = jason, 4 = worm, 5 = dome, 6 = floater2
#object type: 7 = insect, 8 = jumper2, 9 = orb, 10 = skull, 11 = mine, 12 = teleporter, 13 = cannon
#object type: 14 = eyeball, 15 = brick, 16 = spike, 17 = Gate, 18 = ladder, 19 = magma
#object type: 80 = gatescene, 81 = brokenable-brick
[DYNAMIC_OBJECTS]
#type	x	y	grid_id	ani_set_id
14	350	800	0	14
14	400	900	0	14
14	450	800	0	14
[STATIC_OBJECTS]
#type	x	y	grid_id	sprite_id1	...
15	280	792	0	110
15	296	792	0	77
15	312	792	0	77
15	328	792	0	77
15	344	792	0	77
15	360	792	0	77
15	376	792	0	77
15	392	792	0	77
15	408	792	0	77
15	424	792	0	77
15	440	792	0	77
15	456	792	0	77
15	472	792	0	89
15	488	792	0	109
15	280	808	0	98
15	488	808	0	97
15	280	824	0	110
15	488	824	0	109
15	280	840	0	98
15	488	840	0	97
15	280	856	0	72
15	488	856	0	70
15	280	872	0	84
15	488	872	0	82
15	280	904	0	98
15	488	904	0	97
15	280	920	0	110
15	488	920	0	109
15	280	936	0	98
15	488	936	0	97
15	280	952	0	110
15	488	952	0	109
15	280	968	0	98
15	488	968	0	97
15	280	984	0	110
15	488	984	0	109
15	280	1000	0	98
15	296	1000	0	97
15	312	1000	0	98
15	328	1000	0	97
15	344	1000	0	98
15	360	1000	0	97
15	376	1000	0	98
15	392	1000	0	97
15	408	1000	0	98
15	424	1000	0	97
15	440	1000	0	98
15	456	1000	0	97
15	472	1000	0	98
15	488	1000	0	97
17	280	888	0	109	16	16	24	208	879
17	488	888	0	109	16	16	26	560	880
